pre,term,post,business_id
"were. Delicious, but too simple.  The wolfhound is my kind of sweet + vodka (with elderflower, of course) dream, but at the crafty ",cocktail," price, no.  Overall, the service this night was great, and we decided overall we could come here again.  It would work well for g",qNSZpcyoF7OM6g49sAFUcQ
"s, Ahi Tuna Nachos ,grilled shrimp salad, Caprese, Margherita and the Mushroom Bianca Pizza. But I mostly go there for their great ",cocktails, specially the Manhattan..,qNSZpcyoF7OM6g49sAFUcQ
"nes so be careful * And a generous heaping of thick cut fries  With this, you can choose some dipping sauces and I was recommended ",cocktail," for the seafood and cheese for the fries so opted for both. However when I got home, I saw that they had given me tartar sauce so",qQvHYQ1uocuEnFcUdhxV_g
5 huge battered shrimp. It had a bit to much breading for my taste but they were still delicious. I dipped the shrimp in the house ,cocktail, sauce and dipped my fries in the Baja sauce. The Baja sauce is like a thick ranch dressing. I'm not a huge ranch dressing fan but,qQvHYQ1uocuEnFcUdhxV_g
" the plate that it got lost. They all tasted fine, however there was so much happening that it felt like a bit of a mess. My house ",cocktail, too wasn't particularly balanced. It was an expensive meal without the level of quality I'd expect from similarly priced restaura,QrbS4LF0Iu5vApGAJLNzCA
"Amazing food, incredible drinks and excellent service! (Try the slow your roll ",cocktail,!),QrbS4LF0Iu5vApGAJLNzCA
A very good restaurant. Their burger is incredible and would highly recommend to stop in and try it. The chili is to die for! Good ,cocktails, and absolutely top of the line in service.,QrbS4LF0Iu5vApGAJLNzCA
"bartenders, the restaurant was sub par and not worth the rather high prices.  We will not be coming here again.   The Prairie Fire ",cocktail," was heavy on the Green Chartreuse and smelled strongly of something off-putting (per my wife, ""like an old sneaker"").  The old fa",QrbS4LF0Iu5vApGAJLNzCA
"l. He said it was good but nothing really impressive and that the burger was a tad overcooked. On the plus side, we both loved our ",cocktails," (I had the Bourbon Fire--amazing!--and he had an Old Fashioned). The drinks were tasty and the bourbon is great quality, as you'd",QrbS4LF0Iu5vApGAJLNzCA
"t looked at us blankly like an idiot and grabbed a few menus & seated us.   When she asked us what we wanted to drink, I ordered a ",cocktail," (because I don't drink beer), and she told me they didn't have it.  I looked at her and said ""You don't have Vodka??!!"" so she gr",Quh8Fjutyw15B6ZGZEf2gA
"l for a very reasonable price at Mexico City.  Two entrees, a bowl of guacamole for two to share and tip comes to around $30.  The ",cocktails, are fairly priced and there are always specials.  And don't forget great Happy Hour specials as well.  Drinks: As I mentioned abo,Quh8Fjutyw15B6ZGZEf2gA
"Pop corn here is amazing and it goes with the drinks, but do not try ",cocktails, here. I ordered a Mojito it wasn't good. Food is average.,qXGKYRwCR9SLgLl0g_9o5g
tion Square before the happy hour rush and needed a little something to calm the nerves. Red Star seemed to fit the bill as it had ,cocktails,", and a nice patio overlooking one of the main plazas. We sat on the patio for a really long time with no acknowledgment from the ",qXGKYRwCR9SLgLl0g_9o5g
"t as bad as the Friday night White Russian.  Funny how some bars employ ""mixologists"" who are so into preparing pricey handcrafted ",cocktails," with a hundred ingredients, and other bars have guns that not only measure the alcohol but that actually go a step further and mi",QxRKQ_Lzu4lMOejwVgcdAg
d for drinks; but I highly doubt the bartender would know what to do with 90 percent of them.   If you have no other options for a ,cocktail, or mediocre bar food then this place is serviceable.,R06MTQpLNdsnr5wrCkMXfQ
Service was great and food was delicious.  ,Cocktails, yummy and great atmosphere.  Really nice place place and we will go back!,R0X7ohGqCtU1TTDK6bERjA
ngs...especially on the patio when the weather cooperates.    There is one negative - the bartending.  I ordered a pretty standard ,cocktail,", and the bartender didn't know what it was.  I saw her looking it up, which I guess is fine, but then it was made wrong despite h",R0X7ohGqCtU1TTDK6bERjA
"Well....awesome atmosphere, great ",cocktails,", beautiful outdoor patio ....but,  was a little disappointed in the portion sizes-   A $15 Salad should really have more than 4 pieces of lettuce.  A $4 'upcharge' for asparagus?  And ...a 'charge' to split a wedge salad?   .",R0X7ohGqCtU1TTDK6bERjA
"ything more than the cost of the food ordered! The irish soda bread here is excellent, and so is most of the food on the menu. The ",cocktails, are amazing too.  All in all an absolutely delightful experience.,R0X7ohGqCtU1TTDK6bERjA
I love Noa! I have been here for dinner twice and lunch twice. I love the menu and the ,cocktails., I am new to the area and this is the first place that I really enjoyed.,_R1jBQQieKpNGMBqmrLRyA
Great cocktails. We went for pre dinner drinks I had the blackberry old fashioned which was great but all the ,cocktails, looked good.,_R1jBQQieKpNGMBqmrLRyA
"the little bit of spicy kick in everything.  NOLA also has a sizeable specialty drink list, so we tried a few New Orleans-inspired ",cocktail,"s from that.  They were healthy pours, and a decent price.  I'm not much of a bourbon drinker, but their Bourbon Street Blues cockt",_R1jBQQieKpNGMBqmrLRyA
 around 20 times over the last 15 years so I was excited that she recommended it so highly.  The restaurant has a fairly extensive ,cocktail,", beer, and wine list and my cousin ordered a beer but I ordered a glass of wine and felt that the pour was very small for the pri",_R1jBQQieKpNGMBqmrLRyA
ere waiting for a friend and never felt rushed by the staff -- but weren't ignored either.  I like their mixture for the hurricane ,cocktail.," The fresh juices add a lot.   The bar scene up front was very busy and very loud, but it is quieter in the back and more fit for ",_R1jBQQieKpNGMBqmrLRyA
"as sad to visit a couple days after the holidays when I want pasta.  Okay, I DID want it, but I had just eaten my weight in shrimp ",cocktail," and stuffing in the last couple days.  I decided to venture in anyway, looking for a pasta alternative....  The place is really t",R5SvHm0lJf3hlI9R-TTyAQ
"d on a Friday night and we were able to sit at the bar pretty easily.  Fairly small selection of beers, both draft and bottles. No ",cocktail," menu in sight. And major impression from the bar itself? Man, was it dirty. Garbage on the floor, plastic lines that look like th",RA_Q__KAdk9rJqtAByUFjA
"ptions--not to mention a humble and attentive wait staff. Not the best bourbon list to pair, but they have some craft beers, house ",cocktails,", and Yuengling, so no complaints.  If you're on the hunt for the best burgers in Pittsburgh, definitely add this to your list. It",RA_Q__KAdk9rJqtAByUFjA
Great place.  Been there many times for lunch and ,cocktails.,  Rooftop terrace is really nice.  You have. To check out that awesome bartender Kia she is attentive remembers your name and quick to help take your order and serve.  Every bar should have a Kia!!'n,RA_Q__KAdk9rJqtAByUFjA
  If you can get your waitress to help you at all you might order some very AVERAGE food. If you're into mid-grade nothing-special ,cocktails," and food, then here you go, this is your place.   I was so upset as the night came to an end that I almost thought about leaving ",REfM-TpPnDSpgAMB_puQbw
Raw oysters and Shrimp ,cocktail, excellent Clam chowder flavorful but only one (1) clam. Will try their entrees on next visit - 2nd chance warranted.,REfM-TpPnDSpgAMB_puQbw
"er - 2 oysters of each of the 4 types offered....$15.95  * Liked the variety options from Chesapeake bay, WA, etc  * Included both ",cocktail, sauce & minuet sauce  * Fresh & good sized; my favs were the chesapeake & G-something oysters   -- Alaskan King Crab Legs - 1 lbs,REfM-TpPnDSpgAMB_puQbw
We like to sit at the bar and enjoy the atmosphere and chat with others while we enjoy our ,cocktails.," It's one of our regular ""neighborhood"" spots.   Renee--the hostess--is just lovely and very accommodating.  She knows we like to sit at the bar and she always helps us ",REfM-TpPnDSpgAMB_puQbw
 The reason?  Each of the 32 drafts that are downstairs are piped up to Il Tetto's bar.  You can also imbibe on wine and specialty ,cocktails," if you prefer.   In regards to food, the menu provides a select list of small plates ranging from munchies like house-made Pork R",R-GbmmHHfAyPo1qs4jo0TA
" remember having any incidents with rude waitresses, people, etc. As for drinks, they have a nice sized selection of beers, wines, ",cocktails,", and drafts. I ended up sharing a hard cider with a friend and found it to be quite satisfactory. They also have a decent size me",R-GbmmHHfAyPo1qs4jo0TA
Great place! Their raw oysters were delicious as well as their ,cocktails., The servers were all friendly and nice. It was a happening place tonight.,RKVYQ00LvK0_FO6Ll7lvOg
"Such a solid place for Pittsburgh. Reminds me of oyster bars at home in Eastern NC, but with much better ",cocktails,.,RKVYQ00LvK0_FO6Ll7lvOg
type but frankly not as good as Nola's in the Square.  I had the shrimp po boy... And New Orleans staple.  It was ok.  We had some ,cocktails,... They were ok.   You getting my drift here.  Nothing wrong with this place and worth a shot but also nothing to make it stand o,RKVYQ00LvK0_FO6Ll7lvOg
anks!!!! (Felt like kind of a jerk once I realized we were in the break time.)   We ordered the chef's east/west sampler and three ,cocktails.," The server fully detailed the types of oysters displayed (beautifully) and their tastes, regions of origin. Very informally infor",RKVYQ00LvK0_FO6Ll7lvOg
" fried chicken and biscuits, and that was pretty tasty too.   If you like a good Bloody Mary Bar I believe that is their signature ",cocktail, for brunch. They even have a mix of infusions to change up the base vodka flavor (and you can try it with tequila).  I am not a f,RKVYQ00LvK0_FO6Ll7lvOg
" the menu! The bread, wedding soup was delish! We got marg flatbread which we devoured and the cod sandwhich which was served with ",cocktail, and homemade Tatar sauce ... Soooo good! Everything from the atmosphere so friendly staff and menu options was great! Will absolu,rlFEKTaUgQqN4O9ow3LO9w
